iteration,footpoint_lat,footpoint_lon,peak_lyr_km,peak_nya_km,centroid_lyr_km,centroid_nya_km,corr,accepted,reason
2,78.8600,10.7973,171.00,135.00,172.28,167.87,0.2801,0,correlation 0.28 <= 0.7
2,78.8131,10.7561,163.00,153.00,169.82,166.90,0.7004,0,centroids differ by 2.9 km
2,78.8004,10.7740,161.00,145.00,169.15,165.13,0.3920,0,correlation 0.39 <= 0.7
2,78.8432,10.8035,169.00,249.00,171.37,168.60,0.5175,0,correlation 0.52 <= 0.7
2,78.7673,10.7101,151.00,201.00,166.94,165.21,0.4561,0,correlation 0.46 <= 0.7
2,78.8473,10.7650,171.00,249.00,171.58,168.65,0.5670,0,correlation 0.57 <= 0.7
2,78.8210,10.6903,165.00,165.00,170.33,167.28,0.7358,0,centroids differ by 3.1 km
2,78.8440,8.5189,179.00,197.00,174.15,168.86,0.8670,0,centroids differ by 5.3 km
2,78.8599,8.4878,181.00,227.00,174.74,168.83,0.7187,0,NYA peak not clear against upper and lower means
2,78.8262,8.4716,182.00,123.00,173.16,167.12,0.7614,0,centroids differ by 6.0 km
2,78.8208,8.4826,181.00,123.00,172.82,166.48,0.6848,0,correlation 0.68 <= 0.7
2,78.8489,8.4495,181.00,201.00,174.43,169.06,0.8431,0,NYA peak not clear against upper and lower means
2,78.8751,8.4734,183.00,249.00,175.16,168.16,0.5350,0,correlation 0.54 <= 0.7
2,78.7915,8.5307,177.00,119.00,170.95,162.69,0.0960,0,correlation 0.10 <= 0.7
2,78.8429,8.4841,181.00,199.00,174.12,168.67,0.8789,0,centroids differ by 5.4 km
2,78.8602,8.4950,181.00,227.00,174.73,168.82,0.7122,0,NYA peak not clear against upper and lower means
2,78.8667,8.4893,181.00,249.00,174.92,168.50,0.6340,0,correlation 0.63 <= 0.7
2,78.8082,8.4622,181.00,173.00,171.98,164.89,0.5592,0,correlation 0.56 <= 0.7
2,78.8611,8.4380,183.00,231.00,174.91,168.79,0.7163,0,NYA peak not clear against upper and lower means
2,78.8651,8.4162,183.00,247.00,175.06,168.57,0.6807,0,correlation 0.68 <= 0.7
2,78.8303,8.5392,179.00,195.00,173.44,167.48,0.8376,0,centroids differ by 6.0 km
2,78.8423,8.4695,181.00,199.00,174.09,168.57,0.8850,0,centroids differ by 5.5 km
2,78.7996,8.5317,179.00,169.00,171.46,163.48,0.2895,0,correlation 0.29 <= 0.7
2,78.8714,8.5530,183.00,249.00,174.85,168.64,0.5167,0,correlation 0.52 <= 0.7
2,78.8414,8.4537,181.00,201.00,174.04,168.44,0.8888,0,centroids differ by 5.6 km
2,78.8554,8.5313,181.00,225.00,174.51,168.95,0.7651,0,NYA peak not clear against upper and lower means
2,78.8191,8.4752,181.00,123.00,172.70,166.29,0.6759,0,correlation 0.68 <= 0.7
2,78.8518,8.5332,181.00,197.00,174.40,169.07,0.8029,0,NYA peak not clear against upper and lower means
2,78.8772,8.4850,183.00,249.00,175.18,168.15,0.5023,0,correlation 0.50 <= 0.7
2,78.7874,8.4357,179.00,121.00,170.73,162.49,0.0143,0,correlation 0.01 <= 0.7
2,78.8451,8.5378,179.00,195.00,174.17,168.94,0.8560,0,centroids differ by 5.2 km
2,78.8608,8.5393,181.00,219.00,174.63,168.82,0.6855,0,correlation 0.69 <= 0.7
2,78.8765,8.4740,183.00,249.00,175.19,168.11,0.5183,0,correlation 0.52 <= 0.7
2,78.7967,8.4531,179.00,121.00,171.24,163.27,0.2423,0,correlation 0.24 <= 0.7
2,78.7958,8.4420,179.00,121.00,171.19,163.23,0.2260,0,correlation 0.23 <= 0.7
2,78.8836,8.4924,183.00,249.00,175.30,167.88,0.3874,0,correlation 0.39 <= 0.7
2,78.8028,8.4820,179.00,171.00,171.64,164.04,0.4095,0,correlation 0.41 <= 0.7
2,78.7992,8.4840,179.00,171.00,171.41,163.50,0.3041,0,correlation 0.30 <= 0.7
2,78.8351,8.4729,179.00,199.00,173.69,167.89,0.8821,0,centroids differ by 5.8 km
2,78.8604,8.4443,183.00,231.00,174.87,168.82,0.7241,0,NYA peak not clear against upper and lower means
2,78.8440,8.4337,181.00,201.00,174.17,168.70,0.8793,0,centroids differ by 5.5 km
2,78.8184,8.4444,183.00,125.00,172.62,166.26,0.6772,0,correlation 0.68 <= 0.7
2,78.8092,8.5162,181.00,171.00,172.07,164.99,0.5670,0,correlation 0.57 <= 0.7
2,78.4241,4.1474,129.00,125.00,158.54,164.72,0.6011,0,correlation 0.60 <= 0.7
2,78.3707,4.2325,121.00,127.00,154.60,164.64,0.5695,0,correlation 0.57 <= 0.7
2,78.4222,4.1730,129.00,123.00,158.24,164.61,0.6009,0,correlation 0.60 <= 0.7
2,78.3630,4.1432,121.00,129.00,156.83,164.88,0.5972,0,correlation 0.60 <= 0.7
2,78.3672,4.1476,121.00,129.00,156.24,164.66,0.5983,0,correlation 0.60 <= 0.7
