iteration,footpoint_lat,footpoint_lon,peak_lyr_km,peak_nya_km,centroid_lyr_km,centroid_nya_km,corr,accepted,reason
2,77.9530,14.5454,136.07,164.00,158.91,159.59,0.5987,0,correlation 0.60 <= 0.7
2,77.9837,14.4758,165.00,151.00,172.74,154.86,0.3535,0,correlation 0.35 <= 0.7
2,77.9643,14.4981,151.00,134.64,166.39,157.21,0.7005,0,centroids differ by 9.2 km
2,77.9043,14.5780,113.00,165.88,147.72,160.29,0.0634,0,correlation 0.06 <= 0.7
2,77.9442,14.5161,137.00,145.00,157.90,158.19,0.7629,1,
2,77.9901,14.5985,159.00,143.00,168.62,153.99,0.6198,0,correlation 0.62 <= 0.7
2,77.9483,14.5161,143.00,160.33,159.75,157.70,0.7826,0,centroids differ by 2.0 km
2,77.9093,14.6073,113.00,151.00,146.62,161.77,0.0122,0,correlation 0.01 <= 0.7
2,77.9714,14.5576,143.00,145.98,165.32,159.13,0.7964,0,centroids differ by 6.2 km
2,77.9729,14.5011,149.00,133.85,169.82,156.64,0.6780,0,correlation 0.68 <= 0.7
2,77.9686,14.5413,145.00,145.00,165.14,155.15,0.6254,0,correlation 0.63 <= 0.7
2,77.9612,14.5793,135.00,167.00,159.93,157.23,0.7673,0,centroids differ by 2.7 km
2,77.9802,14.4965,162.55,128.07,172.02,156.15,0.5037,0,correlation 0.50 <= 0.7
2,77.9382,14.5035,131.00,164.00,157.37,158.98,0.7231,0,centroids differ by 1.6 km
2,77.9292,14.5217,130.00,147.00,153.72,158.63,0.5580,0,correlation 0.56 <= 0.7
2,77.9847,14.5137,159.00,161.00,171.91,158.60,0.5942,0,correlation 0.59 <= 0.7
2,77.9037,14.6002,110.00,153.00,146.71,160.64,0.0443,0,correlation 0.04 <= 0.7
2,77.9920,14.5563,163.00,163.00,172.19,159.00,0.4407,0,correlation 0.44 <= 0.7
2,77.9130,14.5477,123.50,145.00,152.75,159.14,0.2296,0,correlation 0.23 <= 0.7
2,77.9286,14.6013,119.00,133.00,149.43,160.44,0.2227,0,correlation 0.22 <= 0.7
2,77.9753,14.5195,151.00,165.00,168.87,154.61,0.5380,0,correlation 0.54 <= 0.7
2,77.9076,14.5622,117.00,165.00,148.61,159.60,0.1638,0,correlation 0.16 <= 0.7
2,77.7080,13.7267,125.65,175.00,167.04,171.43,0.5927,0,correlation 0.59 <= 0.7
2,77.7746,13.6772,165.00,166.00,173.08,164.12,0.1962,0,correlation 0.20 <= 0.7
